RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSegment,TenureSegment,CreditSegment,MonetaryValue,Frequency,Recency,EstimatedAnnualValue,EstimatedLifetime,EstimatedCLV
6407,15637118,Burns,684,France,Male,33,4,140700.61,1,1,0,103557.93,0,High (100-200K),Growing (2-5y),Good (670-740),140700.61,1,7,3814.0121999999997,4,15256.048799999999
6408,15657829,Fanucci,806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1,High (100-200K),Mature (5-8y),Excellent (800+),168078.83,1,3,4361.5766,8,0.0
6409,15738497,Chukwujamuike,729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0,High (100-200K),Growing (2-5y),Good (670-740),107726.93,2,7,4154.5386,4,16618.1544
6410,15690695,Flynn,683,France,Female,33,9,0.0,2,1,1,38784.42,0,,Loyal (8y+),Good (670-740),0.0,2,2,2000.0,14,28000.0
6411,15762351,Chao,689,Spain,Female,63,1,0.0,2,1,1,186526.12,0,,New (0-2y),Good (670-740),0.0,2,10,2000.0,6,12000.0
6412,15791172,Yeh,672,Germany,Female,21,1,35741.69,1,1,0,28789.94,0,Low (<50K),New (0-2y),Good (670-740),35741.69,1,10,1714.8338,1,1714.8338
6413,15598982,Klein,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1,Medium (50-100K),Growing (2-5y),Fair (580-670),98268.84,1,6,2965.3768,10,0.0
6414,15734765,Mahmood,739,France,Female,20,4,133800.98,1,0,1,150245.81,0,High (100-200K),Growing (2-5y),Good (670-740),133800.98,1,7,3676.0196,9,33084.176400000004
6415,15642912,Tu,618,France,Female,21,2,125682.79,1,0,0,57762.0,0,High (100-200K),New (0-2y),Fair (580-670),125682.79,1,9,3513.6558,2,7027.3116
6416,15769516,Shcherbakov,674,France,Female,42,9,0.0,2,1,0,4292.72,0,,Loyal (8y+),Good (670-740),0.0,2,2,2000.0,9,18000.0
6417,15789379,Zetticci,762,France,Male,26,6,130428.78,1,1,0,173365.89,0,High (100-200K),Mature (5-8y),Very Good (740-800),130428.78,1,5,3608.5756,6,21651.4536
6418,15695103,Carr,790,Spain,Male,37,6,0.0,2,1,1,119484.01,0,,Mature (5-8y),Very Good (740-800),0.0,2,5,2000.0,11,22000.0
6419,15801924,Browne,754,Spain,Female,27,8,0.0,2,0,0,121821.16,0,,Mature (5-8y),Very Good (740-800),0.0,2,3,2000.0,8,16000.0
6420,15767804,Feng,729,France,Male,44,6,0.0,2,1,0,151733.43,0,,Mature (5-8y),Good (670-740),0.0,2,5,2000.0,6,12000.0
6421,15718039,Ferguson,606,Germany,Female,47,0,137138.2,2,0,1,53784.22,0,High (100-200K),,Fair (580-670),137138.2,2,11,4742.764,5,23713.82
6422,15579994,Shaw,616,France,Male,23,8,73112.95,1,1,1,62733.05,0,Medium (50-100K),Mature (5-8y),Fair (580-670),73112.95,1,3,2462.259,13,32009.367
6423,15595037,Palermo,772,France,Male,47,9,152347.01,1,0,1,17671.78,0,High (100-200K),Loyal (8y+),Very Good (740-800),152347.01,1,2,4046.9402000000005,14,56657.162800000006
6424,15600720,Moore,652,Spain,Male,41,8,115144.68,1,1,0,188905.43,0,High (100-200K),Mature (5-8y),Fair (580-670),115144.68,1,3,3302.8936,8,26423.1488
6425,15782608,Huang,743,France,Male,43,5,0.0,2,0,0,113079.19,1,,Growing (2-5y),Very Good (740-800),0.0,2,6,2000.0,5,0.0
6426,15566894,Gray,793,France,Male,39,3,137817.52,1,0,0,83997.79,0,High (100-200K),Growing (2-5y),Very Good (740-800),137817.52,1,8,3756.3504,3,11269.0512
6427,15749123,Sokolova,743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0,High (100-200K),Mature (5-8y),Very Good (740-800),157332.26,1,4,4146.645200000001,7,29026.516400000008
6428,15668943,Henderson,746,France,Male,37,2,0.0,2,1,0,143194.05,0,,New (0-2y),Very Good (740-800),0.0,2,9,2000.0,2,4000.0
6429,15577423,Mosley,627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1,High (100-200K),Growing (2-5y),Fair (580-670),124586.93,1,6,3491.7386,5,0.0
6430,15623102,Nnaemeka,713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0,High (100-200K),Mature (5-8y),Good (670-740),116980.78,2,5,4339.6156,11,47735.7716
6431,15728012,Everett,678,Spain,Female,40,3,128398.38,1,1,0,168658.3,0,High (100-200K),Growing (2-5y),Good (670-740),128398.38,1,8,3567.9676,3,10703.9028
6432,15683363,Goddard,540,Spain,Male,39,1,0.0,1,0,1,108419.41,0,,New (0-2y),Poor (<580),0.0,1,10,1000.0,6,6000.0
6433,15699335,Kuo,615,Germany,Female,33,3,137657.25,2,1,1,171657.57,0,High (100-200K),Growing (2-5y),Fair (580-670),137657.25,2,8,4753.145,8,38025.16
6434,15574369,Bianchi,415,Spain,Male,53,5,167259.44,1,1,1,22357.25,0,High (100-200K),Growing (2-5y),Poor (<580),167259.44,1,6,4345.1888,10,43451.888
6435,15703167,Rouse,628,France,Female,45,8,0.0,2,1,0,193903.06,0,,Mature (5-8y),Fair (580-670),0.0,2,3,2000.0,8,16000.0
6436,15754874,Nwoye,700,France,Male,26,4,119009.57,1,1,0,141926.43,0,High (100-200K),Growing (2-5y),Good (670-740),119009.57,1,7,3380.1914,4,13520.7656
6437,15723216,Greco,623,Germany,Male,33,2,80002.33,1,1,1,104079.62,0,Medium (50-100K),New (0-2y),Fair (580-670),80002.33,1,9,2600.0466,7,18200.3262
6438,15725094,Fang,623,France,Female,37,4,140211.88,1,1,1,93832.33,0,High (100-200K),Growing (2-5y),Fair (580-670),140211.88,1,7,3804.2376,9,34238.138399999996
6439,15647974,Chiemenam,679,France,Female,44,3,118742.74,2,1,0,1568.91,0,High (100-200K),Growing (2-5y),Good (670-740),118742.74,2,8,4374.8548,3,13124.5644
6440,15583371,Artemiev,632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1,High (100-200K),New (0-2y),Fair (580-670),138207.08,1,10,3764.1416,1,0.0
6441,15772559,Burrows,790,France,Female,47,10,148636.21,1,0,1,16119.96,1,High (100-200K),Loyal (8y+),Very Good (740-800),148636.21,1,1,3972.7242,15,0.0
6442,15711251,Chizuoke,514,France,Male,45,1,178827.79,1,1,0,60375.18,0,High (100-200K),New (0-2y),Poor (<580),178827.79,1,10,4576.5558,1,4576.5558
6443,15719212,T'ien,491,France,Male,33,5,83134.3,1,1,0,187946.55,0,Medium (50-100K),Growing (2-5y),Poor (<580),83134.3,1,6,2662.686,5,13313.43
6444,15764927,Rogova,753,France,Male,92,3,121513.31,1,0,1,195563.99,0,High (100-200K),Growing (2-5y),Very Good (740-800),121513.31,1,8,3430.2662,8,27442.1296
6445,15731412,Trevisano,693,Germany,Female,37,6,95900.04,1,1,1,38196.24,0,Medium (50-100K),Mature (5-8y),Good (670-740),95900.04,1,5,2918.0008,11,32098.008799999996
6446,15719170,Sagese,679,France,Female,30,1,112543.42,1,1,1,179435.21,0,High (100-200K),New (0-2y),Good (670-740),112543.42,1,10,3250.8684,6,19505.2104
6447,15596011,Artyomova,529,Spain,Male,34,9,0.0,1,1,1,93208.22,0,,Loyal (8y+),Poor (<580),0.0,1,2,1000.0,14,14000.0
6448,15614834,Long,619,Spain,Female,31,3,141751.82,1,0,1,61531.86,0,High (100-200K),Growing (2-5y),Fair (580-670),141751.82,1,8,3835.0364000000004,8,30680.291200000003
6449,15600510,Hsueh,680,Spain,Female,37,6,124140.57,2,1,0,92826.35,0,High (100-200K),Mature (5-8y),Good (670-740),124140.57,2,5,4482.8114000000005,6,26896.868400000003
6450,15625706,White,693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1,High (100-200K),New (0-2y),Good (670-740),116546.59,2,9,4330.9318,2,0.0
6451,15781409,Lazarev,834,France,Female,28,6,0.0,1,1,0,74287.53,0,,Mature (5-8y),Excellent (800+),0.0,1,5,1000.0,6,6000.0
6452,15722583,Benjamin,636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0,High (100-200K),Mature (5-8y),Fair (580-670),157576.47,2,5,5151.529399999999,11,56666.823399999994
6453,15677243,Wan,538,Spain,Male,43,5,0.0,2,1,0,126933.73,0,,Growing (2-5y),Poor (<580),0.0,2,6,2000.0,5,10000.0
6454,15815070,Romano,566,Germany,Female,44,5,141428.99,2,0,0,68408.74,0,High (100-200K),Growing (2-5y),Poor (<580),141428.99,2,6,4828.5797999999995,5,24142.898999999998
6455,15705899,Craig,597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0,High (100-200K),,Fair (580-670),127510.99,1,11,3550.2198000000003,5,17751.099000000002
6456,15701522,Yermolayeva,711,France,Female,29,9,0.0,2,0,1,3234.8,0,,Loyal (8y+),Good (670-740),0.0,2,2,2000.0,14,28000.0
6457,15755978,Tseng,606,France,Male,31,10,0.0,2,1,0,195209.4,0,,Loyal (8y+),Fair (580-670),0.0,2,1,2000.0,10,20000.0
6458,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0,Medium (50-100K),Mature (5-8y),Fair (580-670),81818.49,1,5,2636.3698000000004,11,29000.067800000004
6459,15783526,Le Hunte,589,France,Male,36,1,100895.54,1,1,1,68075.14,0,High (100-200K),New (0-2y),Fair (580-670),100895.54,1,10,3017.9107999999997,6,18107.464799999998
6460,15632125,Blake,606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0,Medium (50-100K),Growing (2-5y),Fair (580-670),63832.43,1,6,2276.6486,10,22766.486
6461,15688395,Lane,582,France,Male,29,4,0.0,2,0,0,156153.27,0,,Growing (2-5y),Fair (580-670),0.0,2,7,2000.0,4,8000.0
6462,15666975,Sparks,710,France,Female,36,4,116085.06,1,1,0,58601.61,0,High (100-200K),Growing (2-5y),Good (670-740),116085.06,1,7,3321.7012,4,13286.8048
6463,15682211,Tu,467,France,Male,57,1,0.0,2,1,1,114448.77,0,,New (0-2y),Poor (<580),0.0,2,10,2000.0,6,12000.0
6464,15637411,Tochukwu,749,France,Male,30,1,0.0,2,0,1,126551.65,0,,New (0-2y),Very Good (740-800),0.0,2,10,2000.0,6,12000.0
6465,15591512,Whittaker,564,Germany,Female,33,2,115761.51,1,0,1,112350.21,1,High (100-200K),New (0-2y),Poor (<580),115761.51,1,9,3315.2302,7,0.0
6466,15606855,Wang,730,Spain,Male,26,6,0.0,2,1,1,185808.7,0,,Mature (5-8y),Good (670-740),0.0,2,5,2000.0,11,22000.0
6467,15763683,Northern,678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1,High (100-200K),Growing (2-5y),Good (670-740),139626.01,1,7,3792.5202000000004,9,0.0
6468,15641782,Humphries,540,France,Female,31,7,0.0,1,0,1,183051.6,1,,Mature (5-8y),Poor (<580),0.0,1,4,1000.0,12,0.0
6469,15677184,Cremonesi,767,France,Female,35,6,115576.44,1,0,1,27922.45,0,High (100-200K),Mature (5-8y),Very Good (740-800),115576.44,1,5,3311.5288,11,36426.8168
6470,15775042,Ku,615,France,Female,23,4,0.0,2,1,0,196476.19,0,,Growing (2-5y),Fair (580-670),0.0,2,7,2000.0,4,8000.0
6471,15616630,Tobenna,583,Germany,Female,41,5,77647.6,1,1,0,190429.52,0,Medium (50-100K),Growing (2-5y),Fair (580-670),77647.6,1,6,2552.952,5,12764.760000000002
6472,15800233,Okwuadigbo,850,France,Female,40,5,0.0,2,1,0,35034.15,0,,Growing (2-5y),Excellent (800+),0.0,2,6,2000.0,5,10000.0
6473,15588419,Johnston,651,Germany,Female,34,10,148962.46,1,1,0,66389.43,1,High (100-200K),Loyal (8y+),Fair (580-670),148962.46,1,1,3979.2491999999997,10,0.0
6474,15595557,Li,798,France,Male,22,8,0.0,2,1,0,107615.43,0,,Mature (5-8y),Very Good (740-800),0.0,2,3,2000.0,8,16000.0
6475,15626143,Talbot,695,France,Male,37,2,0.0,2,1,1,99692.65,0,,New (0-2y),Good (670-740),0.0,2,9,2000.0,7,14000.0
6476,15566030,Tu,497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1,Medium (50-100K),Growing (2-5y),Poor (<580),80542.81,1,6,2610.8562,5,0.0
6477,15701412,T'ien,739,France,Male,40,4,0.0,2,0,0,173321.65,0,,Growing (2-5y),Good (670-740),0.0,2,7,2000.0,4,8000.0
6478,15702464,Ross,549,France,Female,34,4,0.0,2,0,0,139463.57,0,,Growing (2-5y),Poor (<580),0.0,2,7,2000.0,4,8000.0
6479,15573348,Maclean,850,France,Male,35,9,102050.47,1,1,1,3769.71,0,High (100-200K),Loyal (8y+),Excellent (800+),102050.47,1,2,3041.0094,14,42574.1316
6480,15704160,Wan,648,Spain,Male,49,5,0.0,1,1,0,149946.43,1,,Growing (2-5y),Fair (580-670),0.0,1,6,1000.0,5,0.0
6481,15693704,Tsou,679,France,Female,24,6,114948.76,2,0,1,135768.25,0,High (100-200K),Mature (5-8y),Good (670-740),114948.76,2,5,4298.9752,11,47288.7272
6482,15664752,Jack,606,Germany,Male,39,8,136000.45,2,1,0,31708.53,0,High (100-200K),Mature (5-8y),Fair (580-670),136000.45,2,3,4720.009,8,37760.072
6483,15628292,Lucchesi,850,France,Male,32,4,156001.68,2,1,1,151677.31,0,High (100-200K),Growing (2-5y),Excellent (800+),156001.68,2,7,5120.0336,9,46080.3024
6484,15621195,Ch'eng,619,Germany,Male,41,3,147974.16,2,1,0,170518.83,0,High (100-200K),Growing (2-5y),Fair (580-670),147974.16,2,8,4959.483200000001,3,14878.449600000002
6485,15668629,Saunders,719,Spain,Male,44,2,0.0,2,1,0,196582.19,0,,New (0-2y),Good (670-740),0.0,2,9,2000.0,2,4000.0
6486,15635197,Glover,640,Germany,Male,26,5,90402.77,1,1,1,3298.65,0,Medium (50-100K),Growing (2-5y),Fair (580-670),90402.77,1,6,2808.0554,10,28080.554000000004
6487,15592761,Tung,710,France,Male,40,5,0.0,2,0,0,162878.96,0,,Growing (2-5y),Good (670-740),0.0,2,6,2000.0,5,10000.0
6488,15574283,Padovano,580,France,Male,31,2,0.0,2,0,1,64014.24,0,,New (0-2y),Poor (<580),0.0,2,9,2000.0,7,14000.0
6489,15598097,Johnstone,550,France,Male,44,9,0.0,2,1,0,26257.01,0,,Loyal (8y+),Poor (<580),0.0,2,2,2000.0,9,18000.0
6490,15711352,Endrizzi,841,France,Female,31,3,162701.65,2,1,1,126794.56,0,High (100-200K),Growing (2-5y),Excellent (800+),162701.65,2,8,5254.032999999999,8,42032.263999999996
6491,15620751,Secombe,760,France,Male,34,2,0.0,2,1,0,164162.44,0,,New (0-2y),Very Good (740-800),0.0,2,9,2000.0,2,4000.0
6492,15656717,Elewechi,687,France,Female,30,6,0.0,2,0,0,179206.92,0,,Mature (5-8y),Good (670-740),0.0,2,5,2000.0,6,12000.0
6493,15643121,Chu,753,Germany,Female,35,5,82453.96,2,0,0,18254.75,0,Medium (50-100K),Growing (2-5y),Very Good (740-800),82453.96,2,6,3649.0792,5,18245.396
6494,15723671,Lucciano,661,France,Male,35,9,100107.99,1,1,0,83949.68,0,High (100-200K),Loyal (8y+),Fair (580-670),100107.99,1,2,3002.1598000000004,9,27019.438200000004
6495,15752846,Pinto,699,France,Male,28,7,0.0,2,1,1,22684.78,0,,Mature (5-8y),Good (670-740),0.0,2,4,2000.0,12,24000.0
6496,15640852,McGregor,617,Germany,Female,39,5,83348.89,3,1,0,7953.62,1,Medium (50-100K),Growing (2-5y),Fair (580-670),83348.89,3,6,4666.977800000001,5,0.0
6497,15789313,Ugorji,595,Germany,Female,44,4,96553.52,2,1,0,143952.24,1,Medium (50-100K),Growing (2-5y),Fair (580-670),96553.52,2,7,3931.0704,4,0.0
6498,15793688,Bancks,669,France,Male,50,9,201009.64,1,1,0,158032.5,1,Very High (>200K),Loyal (8y+),Fair (580-670),201009.64,1,2,5020.192800000001,9,0.0
6499,15770405,Warlow-Davies,613,France,Female,27,5,125167.74,1,1,0,199104.52,0,High (100-200K),Growing (2-5y),Fair (580-670),125167.74,1,6,3503.3548,5,17516.774
6500,15702561,Dale,782,France,Male,32,9,0.0,1,1,1,87566.97,0,,Loyal (8y+),Very Good (740-800),0.0,1,2,1000.0,14,14000.0
6501,15625964,Buckley,582,France,Female,43,5,153313.67,1,0,0,170563.73,0,High (100-200K),Growing (2-5y),Fair (580-670),153313.67,1,6,4066.2734000000005,5,20331.367000000002
6502,15761364,Nkemjika,679,France,Male,30,9,0.0,2,1,0,157871.55,0,,Loyal (8y+),Good (670-740),0.0,2,2,2000.0,9,18000.0
6503,15590286,Fairley,611,France,Female,40,2,125879.29,1,1,0,93203.43,0,High (100-200K),New (0-2y),Fair (580-670),125879.29,1,9,3517.5858,2,7035.1716
6504,15587978,Boothby,455,Germany,Female,37,6,170057.62,1,0,1,54398.56,0,High (100-200K),Mature (5-8y),Poor (<580),170057.62,1,5,4401.1524,11,48412.6764
6505,15773242,Chukwuhaenye,621,France,Male,32,1,0.0,2,1,1,168779.47,0,,New (0-2y),Fair (580-670),0.0,2,10,2000.0,6,12000.0
6506,15761053,Lock,596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1,High (100-200K),New (0-2y),Fair (580-670),131326.47,1,9,3626.5294,2,0.0
6507,15702095,Clarke,585,Spain,Female,56,1,128472.8,1,1,0,186476.91,1,High (100-200K),New (0-2y),Fair (580-670),128472.8,1,10,3569.456,1,0.0
6508,15764253,Ramsey,742,France,Male,32,6,160485.16,1,1,0,29023.03,0,High (100-200K),Mature (5-8y),Very Good (740-800),160485.16,1,5,4209.7032,6,25258.2192
6509,15700801,Eipper,850,Germany,Male,42,6,84445.68,3,0,1,60021.34,1,Medium (50-100K),Mature (5-8y),Excellent (800+),84445.68,3,5,4688.9136,11,0.0
6510,15730590,Ko,738,Germany,Female,40,1,115409.18,2,0,0,180456.8,0,High (100-200K),New (0-2y),Good (670-740),115409.18,2,10,4308.1836,1,4308.1836
6511,15643916,Munro,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1,Medium (50-100K),Mature (5-8y),Fair (580-670),62400.48,1,3,2248.0096000000003,13,0.0
6512,15720636,McGregor,628,France,Female,50,4,143054.56,1,0,1,109608.81,1,High (100-200K),Growing (2-5y),Fair (580-670),143054.56,1,7,3861.0912,9,0.0
6513,15795429,Henderson,487,France,Male,24,7,133628.09,2,1,1,98570.01,0,High (100-200K),Mature (5-8y),Poor (<580),133628.09,2,4,4672.5617999999995,12,56070.741599999994
6514,15609254,Fernandez,513,Spain,Female,41,9,107135.04,2,1,1,160546.58,0,High (100-200K),Loyal (8y+),Poor (<580),107135.04,2,2,4142.7008000000005,14,57997.81120000001
6515,15625141,Porter,563,Spain,Male,26,7,0.0,2,0,0,6139.74,0,,Mature (5-8y),Poor (<580),0.0,2,4,2000.0,7,14000.0
6516,15810898,Pan,803,France,Female,65,2,151659.52,2,0,1,6930.17,0,High (100-200K),New (0-2y),Excellent (800+),151659.52,2,9,5033.1903999999995,7,35232.3328
6517,15775797,Esposito,607,Spain,Female,32,7,0.0,3,0,1,10674.62,0,,Mature (5-8y),Fair (580-670),0.0,3,4,3000.0,12,36000.0
6518,15795246,Kaeppel,628,Germany,Female,51,9,155903.82,2,1,1,71159.84,0,High (100-200K),Loyal (8y+),Fair (580-670),155903.82,2,2,5118.0764,14,71653.0696
6519,15795275,Lamb,521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1,Medium (50-100K),Growing (2-5y),Poor (<580),82940.25,2,7,3658.8050000000003,4,0.0
6520,15571869,Lei,669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1,High (100-200K),Growing (2-5y),Fair (580-670),112650.89,1,7,3253.0178,4,0.0
6521,15694143,Conti,686,France,Female,41,10,0.0,1,1,0,133086.45,0,,Loyal (8y+),Good (670-740),0.0,1,1,1000.0,10,10000.0
6522,15748231,Hargreaves,700,Germany,Male,35,4,95853.39,2,1,0,192933.37,0,Medium (50-100K),Growing (2-5y),Good (670-740),95853.39,2,7,3917.0678,4,15668.2712
6523,15632185,Yermolayev,663,France,Female,42,1,82228.67,2,1,0,71359.78,0,Medium (50-100K),New (0-2y),Fair (580-670),82228.67,2,10,3644.5734,1,3644.5734
6524,15806249,Kerr,671,Spain,Female,31,4,0.0,2,0,1,79270.02,0,,Growing (2-5y),Good (670-740),0.0,2,7,2000.0,9,18000.0
6525,15743293,Waters,651,Germany,Female,35,1,163700.78,3,1,1,29583.48,1,High (100-200K),New (0-2y),Fair (580-670),163700.78,3,10,6274.015600000001,6,0.0
6526,15598157,Onyeorulu,728,France,Male,34,4,106328.08,1,1,0,88680.65,0,High (100-200K),Growing (2-5y),Good (670-740),106328.08,1,7,3126.5616,4,12506.2464
6527,15700946,Kolesnikova,574,France,Female,34,7,152992.91,1,1,1,134691.2,0,High (100-200K),Mature (5-8y),Poor (<580),152992.91,1,4,4059.8582,12,48718.2984
6528,15722692,Kazakova,464,France,Male,38,3,116439.65,1,1,0,75574.48,0,High (100-200K),Growing (2-5y),Poor (<580),116439.65,1,8,3328.793,3,9986.379
6529,15696506,MacDonald,604,Spain,Male,27,9,101352.78,1,0,0,30252.3,0,High (100-200K),Loyal (8y+),Fair (580-670),101352.78,1,2,3027.0555999999997,9,27243.500399999997
6530,15728823,Sharwood,836,Spain,Female,37,10,0.0,2,1,0,111324.41,0,,Loyal (8y+),Excellent (800+),0.0,2,1,2000.0,10,20000.0
6531,15808851,Bufkin,511,Germany,Female,75,9,105609.17,1,0,1,105425.18,0,High (100-200K),Loyal (8y+),Poor (<580),105609.17,1,2,3112.1834,14,43570.567599999995
6532,15675231,Nwankwo,518,France,Female,45,8,0.0,2,1,1,36193.07,0,,Mature (5-8y),Poor (<580),0.0,2,3,2000.0,13,26000.0
6533,15732299,Boniwell,756,France,Male,67,4,0.0,3,1,1,93081.87,0,,Growing (2-5y),Very Good (740-800),0.0,3,7,3000.0,9,27000.0
6534,15706269,Willis,489,France,Female,47,8,103894.38,2,1,1,107625.46,0,High (100-200K),Mature (5-8y),Poor (<580),103894.38,2,3,4077.8876,13,53012.5388
6535,15590078,Burns,622,Spain,Male,27,9,139834.93,1,1,1,152733.89,0,High (100-200K),Loyal (8y+),Fair (580-670),139834.93,1,2,3796.6985999999997,14,53153.780399999996
6536,15776985,Kung,652,France,Female,36,6,112518.71,2,0,1,110421.31,0,High (100-200K),Mature (5-8y),Fair (580-670),112518.71,2,5,4250.3742,11,46754.116200000004
6537,15756743,Howells,625,France,Female,37,7,115895.42,1,1,0,48486.25,0,High (100-200K),Mature (5-8y),Fair (580-670),115895.42,1,4,3317.9084,7,23225.358799999998
6538,15782364,Bevan,521,Spain,Female,39,3,146408.68,1,0,0,72993.67,0,High (100-200K),Growing (2-5y),Poor (<580),146408.68,1,8,3928.1736,3,11784.5208
6539,15604093,Neitenstein,546,France,Male,34,4,165363.31,2,1,1,25744.13,1,High (100-200K),Growing (2-5y),Poor (<580),165363.31,2,7,5307.2662,9,0.0
6540,15749328,Johnson,697,France,Female,45,1,0.0,2,1,0,46807.62,1,,New (0-2y),Good (670-740),0.0,2,10,2000.0,1,0.0
6541,15656322,Sandover,571,Germany,Male,33,3,71843.15,1,1,0,26772.04,0,Medium (50-100K),Growing (2-5y),Poor (<580),71843.15,1,8,2436.863,3,7310.589
6542,15685564,Nnamutaezinwa,748,Spain,Male,35,5,105492.53,1,1,1,150057.2,0,High (100-200K),Growing (2-5y),Very Good (740-800),105492.53,1,6,3109.8506,10,31098.506
6543,15785831,Sinclair,591,France,Male,35,7,183027.25,1,1,1,56028.79,0,High (100-200K),Mature (5-8y),Fair (580-670),183027.25,1,4,4660.545,12,55926.54
6544,15796218,Wei,814,Germany,Male,29,1,131968.57,2,1,1,147693.92,0,High (100-200K),New (0-2y),Excellent (800+),131968.57,2,10,4639.3714,6,27836.2284
6545,15716218,Higgins,709,France,Female,45,3,104118.5,1,0,1,174032.0,0,High (100-200K),Growing (2-5y),Good (670-740),104118.5,1,8,3082.37,8,24658.96
6546,15572735,Chang,433,Spain,Male,27,2,0.0,2,1,1,153698.65,0,,New (0-2y),Poor (<580),0.0,2,9,2000.0,7,14000.0
6547,15633840,Henderson,781,France,Male,20,0,125023.1,2,1,1,108301.45,0,High (100-200K),,Very Good (740-800),125023.1,2,11,4500.4619999999995,5,22502.309999999998
6548,15608760,Cox,656,France,Female,30,4,74323.2,1,1,1,22929.08,0,Medium (50-100K),Growing (2-5y),Fair (580-670),74323.2,1,7,2486.464,9,22378.176
6549,15627848,Tsui,683,France,Male,38,7,109346.13,2,1,0,102665.92,0,High (100-200K),Mature (5-8y),Good (670-740),109346.13,2,4,4186.9226,7,29308.4582
6550,15792029,Lee,620,France,Male,32,6,0.0,2,1,0,56139.09,0,,Mature (5-8y),Fair (580-670),0.0,2,5,2000.0,6,12000.0
6551,15617331,Sergeyeva,637,Germany,Female,39,3,109698.41,1,1,1,88391.29,1,High (100-200K),Growing (2-5y),Fair (580-670),109698.41,1,8,3193.9682000000003,8,0.0
6552,15651740,Napolitani,525,Spain,Female,30,5,0.0,2,0,1,149195.44,0,,Growing (2-5y),Poor (<580),0.0,2,6,2000.0,10,20000.0
6553,15636407,Beatham,793,Germany,Female,34,5,127758.09,1,1,0,143357.03,0,High (100-200K),Growing (2-5y),Very Good (740-800),127758.09,1,6,3555.1618,5,17775.809
6554,15607526,Lu,638,Germany,Male,50,1,102645.48,1,1,0,168359.98,1,High (100-200K),New (0-2y),Fair (580-670),102645.48,1,10,3052.9096,1,0.0
6555,15632576,Yashina,520,France,Male,31,4,93249.4,1,1,0,77335.75,0,Medium (50-100K),Growing (2-5y),Poor (<580),93249.4,1,7,2864.988,4,11459.952
6556,15581505,Bales,641,France,Male,35,5,0.0,2,1,0,93148.93,0,,Growing (2-5y),Fair (580-670),0.0,2,6,2000.0,5,10000.0
6557,15612207,Hill,840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1,Medium (50-100K),New (0-2y),Excellent (800+),87779.83,1,10,2755.5966,6,0.0
6558,15707242,Ibeamaka,504,Spain,Male,40,5,0.0,2,0,0,146703.36,0,,Growing (2-5y),Poor (<580),0.0,2,6,2000.0,5,10000.0
6559,15721937,Romilly,686,France,Male,38,0,138131.34,1,0,1,115927.85,0,High (100-200K),,Good (670-740),138131.34,1,11,3762.6268,5,18813.134
6560,15773852,Hayes,533,Germany,Male,38,4,70362.52,2,1,1,104189.46,0,Medium (50-100K),Growing (2-5y),Poor (<580),70362.52,2,7,3407.2504,9,30665.2536
6561,15719778,Chiu,577,France,Female,32,1,0.0,2,1,0,9902.39,0,,New (0-2y),Poor (<580),0.0,2,10,2000.0,1,2000.0
6562,15650538,Sun,445,Germany,Female,48,7,168286.58,1,1,0,16645.77,1,High (100-200K),Mature (5-8y),Poor (<580),168286.58,1,4,4365.731599999999,7,0.0
6563,15797475,Brennan,720,France,Male,44,3,86102.27,1,1,0,180134.88,1,Medium (50-100K),Growing (2-5y),Good (670-740),86102.27,1,8,2722.0454,3,0.0
6564,15780359,Storey,643,Germany,Male,25,4,115142.9,1,1,1,148098.95,0,High (100-200K),Growing (2-5y),Fair (580-670),115142.9,1,7,3302.8579999999997,9,29725.721999999998
6565,15737104,Lawson,652,Germany,Female,47,0,126597.89,2,1,1,38798.79,1,High (100-200K),,Fair (580-670),126597.89,2,11,4531.9578,5,0.0
6566,15789936,T'ao,663,France,Female,33,2,0.0,2,1,0,153295.0,0,,New (0-2y),Fair (580-670),0.0,2,9,2000.0,2,4000.0
6567,15709523,Yao,525,Germany,Female,30,0,157989.21,2,1,1,100687.67,0,High (100-200K),,Poor (<580),157989.21,2,11,5159.7842,5,25798.921000000002
